sentiment,id,user,text
Negative,1752775691,mermaidmask,@LatayaOttman I'm not gonna be in town  I'm going to my campsite in the states
Negative,1974812409,LittleBitTwistd,"@TizzySizzleberg @emalea damn, i knew he was in 3rd  but i looooooved him playing..."
Positive,2179556943,PaidModels,PM #11213 (Brent Allen Photography) said: Hahahaha I pissed TeaseUm bikini off......how cool is that??   http://PaidModels.com/11213
Negative,2057556961,Mzmunzy,Oh man I hate my life 
Negative,2302535053,ishermandom,Wireless signal at desk not even strong enough to support Pandora 
Negative,2328418513,SophieHelen3,mom wont take me to borders to get @HeatherBrewer new book. Now im bummed 
Positive,2059561054,lorenita327,@michellecpa what?? My ovaries?? 
Negative,2181147891,pinkflamingo100,@littlemunchkin   PC gone mad!!!  BTW - sorry to hear about your Nan.   Hope you are OK x
Positive,1969040857,uhohtess,"The &quot;L&quot; gang, the weekend, true blue, TKB, &amp; touristy mode. It's the simple things along w/ shave ice &amp; good coffee of course  #fb"
Negative,1794814489,kajorn,"see demo about Photoshop.com and iPhone, I don't have iPhone "
Positive,1468972918,TobyDurkin,@MmmBaileys See ya later have fun! 
Negative,1834323275,CarolG1346,i'm having a supre bad anxiety attack. i'm suppose to be to work in 6 hours. i can't sleep at all. i miss my boyfriend. 
Positive,1992049861,Bethanie_Jayde,"just bin sunbathing,nearly fell asleep oops  x"
Negative,2260325896,AbbieJonas09,In Dallas Texas Waiting for @Jonasbrothers to come on stage got meet and greet sound check and then the worsed thing happend i woke up 
Positive,2193190436,nikkivanbeek,lovely weather 
Negative,2299619555,InForTheKill92,OWWWWWWW bloody hair straightners i burnt my finger  cant wait for those sexy soldiers tomorrow ;) me &amp;&amp; soph are gonna have so much fun
Negative,1982596162,CeLine_XD,Â¡awwe! I'm skipping back home  I almost got lost on that last block dx
Positive,1968678413,Eisenengel,is nervous and needs either GREAT support or GREAT luck. Or both. And GREAT amount of coffee and energy-drinks. And .. letz rock or smth? 
Positive,2045381392,veggiehead21,@jeffreecuntstar im soooooo EXCITED! 
Positive,1468053053,sexxxyback,thank you sexxy flower take your time.. happy sleeps and wet dreams.. luv ya babe!!!! 
Positive,2055275111,punkymnkey,sidekicks working! 
Negative,1956200700,Bnv816,@taylorswift13 HI Taylor om Brielle from NY but i cant see u tomorrow cause i have school  ... Just wanted to let u know u are Awesome!&lt;3
Negative,1823083338,meredithm912,i wanna go to prom again! 
Positive,2065348070,amandaa16,Just watched he's just not that into you.  it was adorable.
Positive,1975831057,CajunFerreira,@BeachMomOf2 We went fishing w/the kids...the kids and Marcel fished while I sat out and studied for my exam!  What about y'all? 
Negative,2245218026,MizzCocoRae,cant believe you're letting go after sooo long 
Positive,2190418723,jamescameron,"@carlmartin thanks man, see you soon. don't forget to check out the square and compass near swanage "
Negative,1983982584,invicticide,~sigh~ Now I'm in a bad mood.  http://tinyurl.com/nukhbf #igda
Positive,1693833268,is_selene,My computer works! 
Negative,2283374557,valloir,"Jessica W had the baby? I feel so...out of the loop  But it's okay, 'cause the little one is sooo cute ^-^"
Negative,1468916524,joellerush,@mileycyrus GOOD LUCK! i wish i could be thereee 
Negative,2186178717,voristrip,not again 
Negative,2260252258,AmariLovely,@Robbroketwiter So what is going on with people re posting tweets on here? Is it on a pro Robsten board or a hater board? So LAME 
Positive,2179725048,sweetcupcake1,can you guess what month is going to be my favorite month this year 
Positive,1977146335,mcarolyn,Watched the #hockey game this morning. Hope the rest of the day goes better! haha 
Negative,1981220780,riweasel,RNY Maintenance sucks ass.....i feel like i am swimming upstream lately 
Negative,1965553876,squint777,Finished Death Du Jour. School's out.  Nerd.
Negative,2196824969,icestar13,@TheMattEvers How much would a lesson with you cost?.....It would be totally amazing....! ...I've had a bit of a rough day  xxxx
Negative,2221148223,FenstarDeLuxe,"@ipurr aw bummer, sorry to hear that "
Positive,1975803148,misshannahshae,HEEEEEEEEEEEEEEYYYYYYYYYYYYYY TWITTERBUGS! WUZZUP TODAY? 
Negative,1468242870,amyd0ra,@babyporridge I didn't get your 'Twitter is crap' reply 
Negative,1881961583,new_wildlife,just canceled my incubus PTO time since noone wants to go 
Positive,1558315364,kaysam13,@wtcc http://twitpic.com/3khg0 - awwe this is so cute !    what a LUCKY girl !
Positive,1469370456,onestopboyshop,I'm featured today on www.askbabykid.com today.  That's so cool! 
Positive,2002537033,KadyyRose,"I wonder if Kevin Rud, Or Johnny Howard has a twitter.  I wish Barach Obama was our president. He knows the Jonas brothers "
Negative,1980359387,EMHx,Revising for the history exams  did you know that 80% of Americans had no savings in the 1930s.. well now you do  PS. i LOVE the sun (#)
Positive,1998269216,Feerw,just got back from tranning  now to the shower. !! XD
Negative,2072467934,daedalli,cuddle I said 
Positive,1977260896,iTipster,"@itsmemorphious hey man, if you have time, check your pm's "
Positive,2014774508,Bulldog36,Thw new saying is &quot;More for or with Less&quot;...LOL 
Negative,2264135229,_Philzee,Just realised it's fathers day. And not a single card or &quot;happy fathers day&quot; to be seen anywhere   
Positive,1998495852,AliciaWag,@CRIKEYMagazine http://twitpic.com/6ftac - Adorable!! Keep 'em coming! 
Negative,2218161495,tinabooty7,Why am i crying? like for realss.. why am i? imma thug.. thugs dont cryyy.. 
Positive,1997349399,SonoranDragon,@rgutel There's a law somewhere around here. Something about pregnant women get to do whatever the $%&amp;* they want.  I'll look it up later!
Positive,1675898692,Devon666,@WWEEdge ahhhh  how sweet... u miss me...but we havent even met yet.  rotfl  
Negative,1979100771,musiqbaybee,@sagittarius88 ican't im not tired &amp; now ur usin dat against me not fair 
Negative,2192584461,ifka_j,"I feel the best when I'm alone. When there are other people around me, there's a chance I might get hurt. I don't wanna get hurt anymore. "
Positive,2061667585,ohheymandy,http://twitpic.com/6t4ah I got my face painted at Relay for Life! 
Negative,1573122287,JacquelynRN,Great another one of these nights 
Positive,2001810857,sheeradjafar,@JackAllTimeLow @AlexAllTimeLow Have an AWESOME show tonight boys! Wish I cldve gone to watch u guys again! 
Negative,1976490342,DargeyBoy,Wishing I was in Bournemouth at the last WAYF of the year 
Positive,1966559366,Krystania,I start the new job on June 22nd.. I'm so excited.. I'll be an Office Manager.. 
Positive,2006414895,andychongyc,@ee_lynn lol. who ask you to watch all? hahaha. laugh at your misfortune 
Negative,2209972072,KyleHance,I think my dog might have worms 
Negative,1964013476,MollieWestie,"@gingeebee  sounds horrid, sending you one of @buddythepug's special #pughugs, look after yourself, lots of cuddles and treats!"
Negative,2206684900,lindsaycherry,What a beautiful day.... Gotta go to the grocery... Havent been in over a month now!  My fridge feels neglected!
Positive,1995955506,ZettaB,Excellent interview by Helen E. H. Madden on the Logical-Lust blog  http://bit.ly/5lPQ0
Negative,2301318722,JemmaLamb,Trying to find out the latest with Katie/Peter situation  hmmm
Negative,1989191284,hannidbA,Back from the club. Up in 2hrs for work.... Grr 
Negative,2071707963,nedrubwerd,@clestbest Congratulations! I woke up not too long ago; sorry I couldn't make it 
Positive,2051719642,MekaSantana,@khlovess22 Electrik Red  But Rich Girl is the shit.
Positive,2187367086,kateeidam,Staying for the fireworks. Hope they're better than the game 
Positive,2012896727,starbucks1fan,"About to watch Jeopardy with our little man, we challenge each at least a couple of times a week "
Positive,2062745923,heartinamess,is it possible to actually be in love with an inanimate object because i think i'm in love with my brand new G1 phone 
Negative,2255611693,SueFolley,@helenbeetham Thank you! I really hope I get the bug as well - but it hasn't happened yet 
Positive,2059615668,dannyrodri,@SunnyBuns haha what fancy talk dear? 
Positive,1971908696,KittyLovedPain,"Aah, this is bliss "
Positive,1961529528,chrisdonia,I'm so proud  #fb
Positive,1970932382,landzack,let's cheer for oralndo in their game  bye cavs? haha!
Negative,2044210763,kisshippie13,My arms are really sore 
Positive,1997425054,tina5b5,"@AimingLowe I just read this. &quot;horror love-in&quot; You crack me up! But I have to agree w/you! (Slither?)  Cool, another addict (like me). ;-)"
Negative,1822504067,iz,Thought I scored a random crap from @woot but never got a confirmation email 
Negative,1564056555,TayaSpringsteen,The sky plus box crashed yesterday I have no idea what I am going to do today my TV is gone  no 24 tonight and all my saved stuff is gone!
Positive,1687279915,tweetdeck,@HighTechDad definitely soon 
Negative,1971676529,willgresham,"@sovietkiki Trouble is, unless you have a piece of paper that says 'Look, I told you I can do this already' they don't believe you "
Positive,2044765428,jenny939798,@brandonheath qdoba is amazing! good choice 
Positive,1680885700,annaclarad,"@mileycyrus please, listen!  love you Miley!"
Negative,1961928536,Teri_Fied,Why didn't my favorite spotters last tweet go to my phone 
Negative,1996852013,willthack,"is anybody streaming it live, if so where!?   #e3"
Positive,1759312628,EricaLeigh777,@MakeupGeek Cool! I am buying a gold Chrysler convertible soon! lol Oh and first candy video is up girly! 
Positive,1968863870,DaniellaMonet,@HungryGirl Thanks! Your husband took them!  That is one fun group! 
Negative,2019063500,ConstanceDaniel,drove around for an hour looking for parking. starting to seriously consider a vespa. id look like a major geek on one tho 
Negative,2185454447,LorinD,Holy crap there are a lot of breeze presentations over cardiovascular 
Negative,2015605294,Jennymac22,"Hungover AGAIN, why have they been so bad this week?? And I have to go home today "
Positive,2053870687,Austinslide,@lisam75 no clue.  Prob about 15
Positive,1823737755,holmeskelly,@thestyleeditor oh my gosh!!! that is unbelievably AWESOME! lucky you!!!!   
Positive,1957052201,fallenwiccan,Getting Take That psyched. A week tomorrow 
Negative,1975178159,mcdett,"Very windy on Lake Pelican, but with Marv Koep's help we wacked the Walleye.  Sun burnt face "
Positive,2189268878,juliiemacc,@savage_281 You are an extreme retard 
Positive,1974546405,dcg,At paddington to pick up the crazy lady 
Negative,2213482784,mj_c_uk,"Ahhh dead msn!  text me? 07742765771, do it for a good cause of anti boredom!"
Positive,1880391358,SneakZkiD86,"Lol, cRazy managEr askin' me 2 teach hIm hOw 2 woRrk  ahahahahahahahahahahaha"
Positive,1880246908,yadakoala,@kungfuanthrax I am doing great  Kinda tired.
Negative,2175353542,themffnman3000,Can't word this apology right 
Positive,2057637841,dreamer13,can't stop smiling! 
Positive,2064017374,tereseas,hmmm...calm day at work right now. (hope i don't jinx myself) can't wait for &quot;the hangover!&quot; with @scribbleman and probably @jawk too. 
Positive,1686878929,Jeemie1970,@scottishdad Yip. The smell of roasted cheese lingers on 
Positive,2057351902,ILuvJB715,"myyy teeth are squeeekyyy clean, thanks to the dentist ! "
Negative,2003038546,jmlw,@juliacrorkin mmmm cookies!  Mine aren't over until the 19th! 
Positive,2050923425,jacquesbarcia,"@anacarolinars so, we're two. "
Positive,1992089690,thecriterion,@printprintprint Good thing I'm needing some new cards. You might just have my business. 
Positive,1793242424,iCarluccio,"Going to backup my iMac, then install windows 7 on it. I miss MSN.. "
Positive,1981952814,freedomrainz06,"I'm mad that my freedom may be threatened... Hope things work out in my favor, I DESERVE IT!!! "
Negative,2060023204,cassandROAR,@ryanscene is print screening me on webcam  and i've just shown him m tan lines on my chest :|
Positive,2189763212,YvetteObeney,"Good morning. Well th@ storm finally reach me, it was amazing!!! 2 look now, you would never no there was 1. Hope u all r well. "
Negative,1753197023,SimonCampbell,Drysuit repaired; rebreather prepared; going diving. Flat calm but the water does look very green 
Positive,1964832765,ForThePets,Have you ever been hanging out with your pet and they do something so cute you just want to hug them or take video 24/7? I know I do! 
Positive,1971281051,chikewaw,ask to have my account. okaaaaay 
Positive,1970435638,emma_jnr,gorgeous day for a scottish home coming cup final at hampden! cant wait c'mon rangers! 
Negative,1973863474,FreeLover22,Who keeps on hacking in my computer? I'm getting very worried and impatient now!!!! 
Negative,2300451788,rogerism,having no luck finding a place in manhattan 
Positive,2059514047,leighannirvine,@GLBriggs aw that's lovely 
Positive,1676758582,didizeenha,@JSpikEThinG I'm from Brazil  and u?
Negative,2049918100,Kdubbb,I need friends  I have no lifeeeee.
Positive,1794867528,beezan,"@eleesha  right back at ya,Eleesha.  It's mid afternoon here in England, bit overcast. "
Positive,1573252100,musicchild15,I'm done studying for now...time for bed...goodnight! 
Positive,1467989662,redchinese19,"goddamn you Danny, i started your video then realize its 11 fucking minutes, I WANNA GO TO BED!!! lol i do love his Video Diaries though! "
Positive,2004688346,ScottGiorgini,Good Morning...  What kind of day are YOU creating today?  
Negative,2229325748,ParadoxTangent,"Damn, and I was really looking forward to that Solstice costume. "
Positive,1984950185,amberisrad,"haha, MTV Movie Awards and New Moon are both on the trending topics. I'm SO EXCITED! "
